id,intent,text
7169,oracle,Oracle query to get Data from table inserted in last 10 mins.
7170,bash,Unable to add a parameter to your command in Bash
7171,sharepoint,Sharepoint Navigation URL in All Capital Letters
7172,svn,Obstructed folders in Subversion
7173,cocoa,"User-friendly approach for network streaming, playing and seeking of audio in Mac OS X"
7174,ajax,How to return javascript variable to Ajax?
7175,spring,springdoclet usage?
7176,hibernate,Interceptor's getEntityName is not used. Bug in Hibernate?
7177,excel,Excel error HRESULT: 0x800A03EC while trying to get range with cell's name
7178,oracle,Abort a PL/SQL program
7179,scala,Mapping over sublists in scala
7180,cocoa,NSString to wchar_t*?
7181,linq,Convert SQL Query back to Linq Expression programmatically
7182,bash,Putting the output of a command with interaction inside a variable while using grep in bash
7183,oracle,Oracle stored procedure OUT parameters
7184,sharepoint,Execute SPDatasource query in Console App?
7185,oracle,oracle subselect with dynamic table and column
7186,svn,files end up in wrong directory after svn copy
7187,sharepoint,How should SharePoint developers work with the graphics designer on their projects?
7188,sharepoint,Customize SharePoint:FormFields to a specific height..
7189,apache,Protect Plesk login page from search engine eyes
7190,cocoa,Override Interface Builder instantiation of objects?
7191,oracle,Too many columns in a single database table?
7192,oracle,Oracle Hierarchical query: how to include top-level parent
7193,qt,How do I extract the angle of rotation from a QTransform?
7194,matlab,Value of uninitialized persistent variable in MATLAB
7195,ajax,Ajax problems in IE/Firefox
7196,oracle,Oracle Resource Manager Plan Design
7197,qt,Qt & double buffering - are there any neat tricks to capture pixels or manipulate the back buffer?
7198,oracle,Oracle Forms/Applications in Internet Explorer 8 using JInitator
7199,apache,If you use https will your url params will be safe from sniffing?
7200,cocoa,"Idiomatic, classy, open-source examples of Cocoa Interfaces?"
7201,svn,Switch from SVN to GIT for C# developments?
7202,linq,Need to retrieve List of items containing subitems matched with another List
7203,hibernate,understanding JasperReports and JRBeanCollectionDataSource...
7204,hibernate,how to do hibernate mapping for table or view without a primary key
7205,excel,"Excel Number Format: What is ""[$-409]"" ?"
7206,ajax,Ajax: Load XML from different domain?
7207,sharepoint,Custom field type derived from SPFieldCalculated
7208,hibernate,hibernate OneToMany List ordering persisting but reversing?!
7209,osx,how do I set default permissions when copying a file from Windows -> OSX
7210,hibernate,Hibernate query for entity based on whether related entity property is null?
7211,oracle,Is there an easy way to convert HTTP_ACCEPT_LANGUAGE to Oracle NLS_LANG settings?
7212,excel,ODBC connect with propritary driver/Excel Trust settings
7213,magento,Magento API: Assigning preexisting simple products to configurable products
7214,linq,"Linq version of SQL ""IN"" statement"
7215,linq,How do I project to a dictionary with a custom type using Linq to SQL?
7216,oracle,Oracle cursor running through the last item twice
7217,oracle,Archive log transfer from Oracle 9i to Oracle 10g
7218,cocoa,Is it possible to have a binding that combines more than one key path?
7219,oracle,Extracting time zone from Oracle JDBC TIMEZONETZ object
7220,magento,Change position of currency selector in Magento
7221,qt,Decrease Qt GUI application size
7222,apache,"Apache is not sending 304 response, if mod_deflate and AddOutputFilterByType is enabled"
7223,svn,How mature is PHP:SVN
7224,linq,"When using a LINQ Where clause on a Dictionary, how can I return a dictionary of the same type?"
7225,svn,How to configure svn in local server/LAN server
7226,haskell,Haskell style/efficiency
7227,ajax,Create editable new rows to a table
7228,hibernate,What is the BEST way to pull data out of the hibernate layer and into another tier?
7229,sharepoint,sharepoint  - deploy web service without creating a virtual directory
7230,linq,Dynamically building LINQ query using OR operator in VB
7231,ajax,Process XML returned via Ajax with E4X?
7232,sharepoint,SharePoint - get value of calculated field without manual parsing
7233,ajax,Ajax deep linking?
7234,apache,Redirecting Apache by Geo/Country IP
7235,oracle,Oracle External Tables: Advanced Flat File Layout
7236,hibernate,Hibernate in Glassfish - Ejb3Configuration NoClassDefFoundError
7237,hibernate,Hibernate calls flush on find- causes not-null error
7238,oracle,oracle sqlplus command line question
7239,oracle,query long raw data type
7240,oracle,Default row ordering for select query in oracle
7241,bash,How to pipe a command result to a -<character><argument> option? (Without spaces)
7242,sharepoint,test sending emails from SharePoint without smtp server
7243,svn,How can I really get Subversion to ignore a directory?
7244,linq,LINQ - how to convert query syntax to method syntax
7245,osx,Erase Safari cookies from Terminal
7246,linq,How to 'select new' inside Linq lamda expression?
7247,cocoa,Cocoa - Prevent caching of Javascript in WebKit - Safari Beta 4 bug?
7248,hibernate,How do I restore a transient field in Hibernate like readResolve() for hibernate serialization?
7249,cocoa,How do I tell NSTableView not to resize all other columns when showing/hiding a column?
7250,linq,How do I delete records from a child collection in LINQ to SQL?
7251,cocoa,How to color Text in Popup menu of NSComboBox?
7252,wordpress,How is WordPress' .htaccess and SEO built?
7253,ajax,Ajax page part load and Google.
7254,linq,how group by in Linq with 2 Field ?
7255,hibernate,Elegant ways to handle database views on hibernate entities?
7256,haskell,"""type error in conditional"" in Haskell"
7257,cocoa,How do I override NSError presentation when bindings is involved?
7258,linq,"JOIN with LinqtoSql, only select TOP(x) on joined table?"
7259,svn,"SVN Server running on Windows Vista in a Home Network, Accessing from Mac OS X"
7260,cocoa,How to implement browser toolbar in Cocoa?
7261,osx,How to kill a process in MacOS?
7262,cocoa,How do you make a Outline View Re-Orderable like a Table View?
7263,hibernate,List sorting and ordering problem...
7264,osx,Drawing automatic graphs using dot in mac python
7265,cocoa,How did the Cocoa Framework got its name?
7266,sharepoint,what is a feature in sharepoint?
7267,linq,Return Enumerable value from Class in linq?
7268,cocoa,How to do string manipulation in an NSValueTransformer?
7269,spring,Spring + Hibernate Dynamic Mapping
7270,apache,Rails page caching with Apache and capistrano
7271,excel,How to show long numbers in excell ?
7272,apache,"Why does running ""apachectl -k start"" not work, but ""sudo apachectl -k start"" does?"
7273,drupal,Where is a good guide for Drupal themeing?
7274,apache,"What does ""apachectl"" stand for?  Why isn't it just ""apache""?"
7275,hibernate,Hibernate: Delete where record field < getdate()
7276,hibernate,JasperReports JRBeanCollectionDataSource still confused...
7277,sharepoint,SharePoint forms authentication sites
7278,linq,sorting variable multidimensional arrays
7279,spring,"The prefix ""security"" for element ""security:http"" is not bound"
7280,bash,How to do a search? (bash)
7281,svn,What Subversion distributions are suitable for an enterprise
7282,cocoa,Get NSIndexSet from NSArray
7283,oracle,Getting Oracle client to work on Windows 7 RC
7284,oracle,ORACLE 7.3 user management
7285,svn,Visual Studio 2008 Source Control Explorer with Subversion
7286,qt,Qt: QList of QButtonGroup
7287,hibernate,How to verify correct operation of Hibernate second level caching in a cluster?
7288,excel,Implementation of excel's ROUND function
7289,qt,QGraphicsItem : emulating an item origin which is not the top left corner
7290,haskell,Confusion about currying and point free style in Haskell
7291,cocoa,"[self release], [self dealloc] or [super dealloc] in init methods?"
7292,drupal,Drupal: customizing the look of WorkFlow module
7293,matlab,memory management problem in mexFunction
7294,drupal,Drupal 6 - Views2 - How to build a view of non-nodes
7295,haskell,Could someone explain these Haskell functions to me?
7296,matlab,lists find algorithm
7297,sharepoint,"How do I call a method that is in the webpart class file, from a usercontrol in SharePoint 2007?"
7298,bash,How can I keep a file in memory during editing?
7299,bash,"if .bash_profile usually source .bashrc any way, why not just use .bashrc ?"
7300,cocoa,Core Animation View Intermittently Not Appearing
7301,apache,Need help converting apache .htaccess code to lighttpd url_rewrite code
7302,oracle,Oracle: Using subqueary in a trigger
7303,cocoa,Opening links but not iFrames in webview
7304,matlab,Matlab compiler runtime library
7305,drupal,Advanced search with Drupal (Views and CCK)
7306,spring,can any one tell me which is the best way to learn spring
7307,oracle,More elegant SQL?
7308,qt,Qt: mouseMoveEvent and interfer with hoverEnterEvent of child object
7309,linq,Linq update record
7310,magento,Show product creation & last edit dates on Frontend in Magento
7311,linq,Int list returned by LINQ query
7312,qt,Possible: Program executing Qt3 and Qt4 code?
7313,cocoa,NSTableView with custom cells
7314,matlab,Import ITK/VTK into Matlab or Matlab into VTK/ITK environment?
7315,svn,How to import code to Subversion?
7316,hibernate,"Why do associated collections contain null values? (Hibernate, Annotation, Spring)"
7317,linq,Speed test Linq2SQL v Entiry Framework
7318,svn,Subversion not updating working copy properly
7319,oracle,Instantiating Oracle Driver results in InvocationTargetException
7320,apache,Apache Perl http headers problem
7321,sharepoint,Are there any other classes like SPBuiltInFieldId and SPBuiltInContentTypeId?
7322,linq,LINQ table enumeration with column enumeration
7323,ajax,how to retrive data from MySQL using javascript
7324,linq,Linq Dilemma
7325,bash,Argument Checking Problem in Bash Script
7326,cocoa,How do you make a button remove a row with Core Data in an Outline View?
7327,oracle,Help optimize an Oracle query?
7328,linq,LINQ Entities as business objects - pro/cons
7329,hibernate,Is there any way to declare final fields for Hibernate-managed objects?
7330,apache,Permissions to PHP session files
7331,bash,"Is it normal for ""rsyslogd"" to cost 170M memory?"
7332,osx,How can I find out what a command is executing in Terminal on MacOs
7333,svn,"SVN ""PROPFIND request failed on..."""
7334,osx,Unable to install Meld by MacPorts
7335,oracle,Monitoring which statement updates (and when) a certain table row with Oracle 10
7336,osx,Unable to diff dot-files in Mac's FileMerge
7337,svn,SVN Weirdness: Is It Possible It's Not My Fault
7338,spring,Best Spring/Hibernate configuration for never changing tables
7339,hibernate,Workarounds for Hibernate's lack of delete-orphan support for one-to-one and many-to-one relationships?
7340,apache,How do I configure Apache to forward some URLs to my servlet container regardless if the file exists.
7341,sharepoint,How to change the theme of Person.aspx in SharePoint My Sites
7342,osx,FSEvent weirdness on Mac Leopard
7343,cocoa,Logging all cocoa events?
7344,apache,apache prefork/mod_wsgi spawned process count seemingly past configuration
7345,cocoa,How to display unarchived custom NSView objects
7346,qt,qmake and QT_INSTALL_PREFIX. How can I select a new location for Qt library?
7347,apache,Stress testing a server and VPS's vs. Dedicated servers
7348,sharepoint,"How to duplicate a virtual PC with SharePoint, K2 and domain controller"
7349,sharepoint,Integrating Search Server 2008 Express with WSS 3.0
7350,svn,Why does SO display SV version and what are the advantages?
7351,bash,Bash shell for Windows?
7352,oracle,Oracle Date Rounding
7353,oracle,Multiple Oracle Clients
7354,bash,how to evaluate a given path within a bash shell
7355,cocoa,Why am I getting these Errors in the Console when Debugging in XCode?
7356,linq,How to Sum the duration in Gridview List by using LINQ to SQL?
7357,sharepoint,I need to add a choice field to sharepoint that has values depending on the current selection.
7358,excel,Best free Excel writer for C# to output datatable to excel
7359,apache,Apache httpd cluster logging
7360,sharepoint,SharePoint Server 2k7 / Office 2003 Integration problem (CT prob.)
7361,hibernate,Getting unique result in Hibernate
7362,qt,Why does Qt add more than three columns when I use restoreState() on a QTableWidget?
7363,linq,How does LINQ implement the SingleOrDefault() method?
7364,cocoa,Am I using NSTimer correctly in iPhone View-based app?
7365,sharepoint,CAML cannot reference Custom Properties in custom fields.
7366,hibernate,hibernate one-to-one or component?
7367,linq,LinqDataSource and DateTime Format
7368,oracle,What are some good Oracle Db maintenance Tools.
7369,qt,Qt: Printing pageRect and paperRect issues
7370,oracle,What's the difference between the Oracle SYS and SYSTEM accounts?
7371,oracle,oracle insert with many bind variables over WAN is very slow
7372,svn,SVN Weirdness Day 2: SVN List and SVN Update Report Different Things
7373,hibernate,Using @Table with schema name in Hibernate 3.3.1ga and HSQLDB
7374,hibernate,ManyToMany in Hibernate without composite keys
7375,oracle,Testing SQL query on Oracle which includes a remote database
7376,oracle,CONNECT_BY_ISLEAF with Conditions
7377,qt,"Reducing WAV sound file size, without loosing quality"
7378,sharepoint,[SharePoint] Publishing HTML Field Control Converts Relative URL to Absolute URL
7379,sharepoint,How do you link 2 web parts on a SharePoint Page?
7380,bash,Can ${var} expressions be nested in bash?
7381,cocoa,Why do all the Checkbox's in my Outline View check when only one is clicked?
7382,qt,QPainter colored text (syntax coloring)
7383,svn,"How should I Fix ""svn: Inconsistent line ending style""?"
7384,hibernate,Hibernate Embeddable Inheritance
7385,cocoa,Easy way to make a UILabel cover and exactly match contents of a UITextField?
7386,sharepoint,SharePoint Datasheet view read-only custom field
7387,hibernate,LazyInitializationException with session scoped bean
7388,osx,How am I going to reproduce Javascript bugs if I don't have a Mac & Safari?
7389,osx,Can MacOS be run in a VMWare type environment?
7390,sharepoint,ERROR: request not found in the TrackedRequests. We might be creating and closing webs on different threads.
7391,qt,QtAbstractAdaptor vs. QtAbstractInterface
7392,osx,SVN won't commit unversioned files even though they show up with svn status
7393,scala,What does single appostrophe mean in Scala?
7394,qt,How can I redefine a built in keyboard shortcut's behavior?
7395,bash,Split string based on delimiter in bash?
7396,qt,Qt Animation
7397,linq,I'm working with the Entity Framework and I'm having a problem:
7398,linq,Checking if no elements in IEnumerable(Of T) - Linq element and quantifier operators
7399,cocoa,How would you make a Checkbox Cell only display on a Certain Entitys Rows in An Outline View?
7400,linq,LINQ with 3 Tier
7401,oracle,Oracle Associative Array TYPE is not able to use in USING statement (If  TYPE is declared within Package)
7402,apache,Search and replace in apache htaccess a RewriteRule
7403,linq,Timespan to string problem in LINQ query
7404,linq,LINQ:: Error in getting User
7405,linq,LINQ ERROR : Explicit construction of entity type
7406,linq,Bind Exclude Asp.net MVC doesn't work on LINQ Entity
7407,sharepoint,Error 1325.„SharePointData” is not a valid short file name during Sharepoint uninstalling
7408,excel,Dynamically changing dropdown in excel.
7409,sharepoint,Guidance on creating non conflicting workflows
7410,linq,Linq syntax in VB.NET
7411,bash,"Bash condition of the form - [ -n ""${VAR:-x}"" ] gets evaluated even though VAR is set"
7412,spring,Using Spring to inject EasyMock mocks causes ClassCastException
7413,hibernate,Left outer join fetch doesn't fill map collection properly (HQL)
7414,hibernate,HQL query equivalence: Why are them different
7415,sharepoint,"In SharePoint 2007, how can I include some common items in a list, and some unique ones for each instance of the list?"
7416,oracle,Importing 3954275 Insert statements into Oracle 10g
7417,svn,Java Class file from SVN to Tomcat on server: How to compile automatically?
7418,hibernate,Custom joins entitys on Hibernate
7419,oracle,What are the advantages/disadvantages of using Oracle Auto Segment Space Management?
7420,linq,Use LINQ for arbitrary sorting
7421,oracle,Is it recommended practice to use uniform extent sizes in Oracle tablespaces?
7422,excel,Exporting Native Excel 2007 Files From .NET
7423,bash,How to program using cat
7424,linq,Split string in Linq select statement
7425,ajax,"Ajax.request throws a syntax error, but returns the correct value"
7426,osx,How to pass a command line switch to XCode when I start 'Build and Debug'
7427,ajax,Is there something like too much AJAX ? How do you handle screen resizing due to AJAX ?
7428,haskell,What are zygo/meta/histo/para/futu/dyna/whatever-morphisms?
7429,cocoa,What's the best way to add a composite property for binding to an existing class
7430,hibernate,Hibernate getting Id from createCriteria() result
7431,apache,"using RewriteCond, can i change how fast content is served to users in different parts of the world?"
7432,svn,maintaining configuration differences between dev and live environments during deployment from SVN
7433,apache,How to turn off optimization (-02) for apache modules built with APXS
7434,bash,BASH - Replace all instances of mutliple newline with a single newline
7435,svn,Tips to sync up webapps and svn?
7436,sharepoint,Change Edit Control Block link in WSS
7437,ajax,"When you show and hide a div, will it re-adjust surrounding elements automagically?"
7438,sharepoint,How do I create a Sharepoint list via a feature receiver and an existing list template
7439,sharepoint,VSeWSS Administrator Privileges and <SafeControl> entry
7440,cocoa,What is the correct way to tell when an NSArrayController is finished loading it's content from a persistent store?
7441,svn,Which is the command to query a Subversion repository for all files checked out to a specific user?
7442,linq,Linq Select Certain Properties Into Another Object?
7443,oracle,Oracle: Calling multiple procedures in a batch
7444,svn,SVN Firefox Plugin
7445,excel,How do you test that a Range in Excel has cells in it?
7446,osx,"How do I get the ""Measurement Units"" setting from OS X?"
7447,linq,Bindable LINQ (BLinq) in VB.NET
7448,ajax,How to pass HTTP AUTH values via prototype Ajax.Request()?
7449,osx,Is there any opengl example so that I can run on MacOS?
7450,sharepoint,What are the supportable options for delivering ASP.Net 3.5 capability to SharePoint 2007?
7451,ajax,Using jQuery to grab the content from CKEditor's iframe
7452,bash,How do I write a bash alias/function to grep all files in all subdirectories for a string?
7453,spring,<security:custom-authentication-provider /> means?
7454,oracle,How do I execute private procedures in an Oracle package?
7455,oracle,ORA-4030 Oracle : How to resolve
7456,svn,SVN log not showing all the revisions made to a file
7457,matlab,PWM/clock signal generation from a USB-1024HLS DAQ board
7458,excel,Print certain tabs
7459,sharepoint,how to attach an event receiver to a custom list in sharepoint?
7460,linq,Replacing Entity in LINQ
7461,svn,How do I enable svn commands from any directory?
7462,spring,Spring-AOP
7463,hibernate,How to fetch hibernate query result as associative array of list or hashmap
7464,matlab,Whay was writtem matlab in C instead of Fortran?
7465,ajax,what is the correct way to determine that an AJAX call is successful?
7466,hibernate,Hibernate Specific DDL Generation
7467,matlab,How to plot a nonlinear system of 3 equations with 3 symbolic variables in matlab?
7468,svn,How to set an svn repository path to a server path?
7469,drupal,Drupal/Ubercart ... node styling?
7470,sharepoint,"In SharePoint 2007, how can I have one list displayed on two different sites/workspaces?"
7471,oracle,Optimizing SELECT Query on Oracle 10 Dense Unique Index
7472,apache,Implementing Tiny MCE As Local HTML Editor
7473,sharepoint,sharepoint logging/trace
7474,wordpress,How to use the jQuery Cycle Plugin with WordPress?
7475,qt,Qt conflicting with GLee
7476,oracle,Cannot Connect with TOAD but Can with Other Tools/Apps
7477,svn,Grouping commited files together (as a single commit) after you've already committed them to the repository in Svn?
7478,oracle,Is there a way to view relationships in Oracle SQL Developer?
7479,excel,"Parsing an Excel file in C#, the cells seem to get cut off at 255 characters... how do I stop that?"
7480,apache,Configure Apache to recover from mod_python errors
7481,sharepoint,"Sharepoint features, custom aspx pages at various site levels"
7482,spring,method @Secured suppose to throw error when no user authenticated yet
7483,matlab,How to format a matrix for saving
7484,cocoa,Creating a bundle - What's going wrong?
7485,svn,Why does authorization fail when I commit to svn using VisualSVN?
7486,excel,Retain cell address when sorting list
7487,svn,Writing a pre-commit hook using SharpSvn. Does it lack svnlook propget?
7488,sharepoint,SharePoint List Column Today's Date
7489,qt,Is there a way to determine if a top level Qt window has been moved?
7490,bash,How to check in a bash script if something is running and exit if it is.
7491,bash,Mixing Single and Double Quotations in Bash
7492,osx,"Marking file as executable on OSX using C (Carbon, standard C/C++)"
7493,linq,LINQ Newbie: Moving Nodes
7494,apache,Redirecting a Directory to a Script on Apache
7495,svn,"SVN checkout the contents of a folder, not the folder itself"
7496,apache,How do I use System.Net.WebRequest to access an .htaccess protected page?
7497,cocoa,Creating object named after the value of an NSString - is it possible?
7498,scala,How can I construct and parse a JSON string in Scala / Lift
7499,cocoa,NSPopUpButtonCell inside custom cell does not pop up when clicked.
7500,bash,How to do GUI for bash scripts?
7501,linq,LINQ Object Persistance
7502,linq,Run a method on all objects within a collection
7503,cocoa,"best way to start learning Cococa in iPhone or OSX, espeicaly getting the big picture"
7504,hibernate,hibernate cascade question
7505,linq,"When does Linq's Take, take the results?"
7506,apache,Can I coerce Apache into not including a WWW-Authenticate header for failed HTTP Basic Auth?
7507,apache,Source Unavailable under a OpenSource license
7508,ajax,How to upload a file using asp.net without posting the whole page back?
7509,wordpress,Dummy blog entries for Wordpress theme development
7510,linq,LINQ - NOT selecting certain fields?
7511,ajax,Postback or Callback?
7512,apache,Is it safe to put database file in htdocs?
7513,ajax,MS MVC form AJAXifying techniques
7514,linq,How do I work with and XML tag within a string?
7515,svn,Can the same files be committed to 2 SVN repositories?
7516,scala,Why is PartialFunction <: Function in Scala?
7517,ajax,How can i debug this ajax script for IE?
7518,osx,Unable to make Firefox open Ack's output
7519,svn,SVN Checkout of drupal to another site
7520,ajax,"javascript, html and browsing, is there an easy solution?"
7521,sharepoint,Sharepoint User Favorite Documents
7522,scala,Scala: How do I cast a variable?
7523,excel,Excel hangs when printing the first time from ASP.NET webservice
7524,linq,LINQ query for a forum
7525,svn,Rar command - ignore certain folders
7526,ajax,what is the difference between ajax and jquery and which one is better ?
7527,qt,Default HTML style for controls
7528,linq,"C# Ranking of objects, multiple criteria"
7529,svn,Branching Strategies (in Subversion) for Multiple Products from One Codebase
7530,drupal,How to develop drupal site on local server or on test server before publishing it
7531,excel,Return value of nth or last match
7532,sharepoint,Moving SharePoint (MOSS 2007) Sites
7533,haskell,"Haskell: can't use ""map putStrLn"" ?"
7534,svn,How to set author name for subversion when i'm using svn:keywords
7535,sharepoint,Sharepoint as a high volume information system
7536,drupal,Drupal 5: Flag module - display user flagged items in a block
7537,drupal,"Drupal node_save no longer returns $nid, so how do I get it?"
7538,svn,"Try to svn checkout, but get: svn: '.' is already a working copy for a different URL"
7539,excel,Multiple Pivot Charts SetSourceData Error
7540,excel,Default value for PivotChart Report Filter/Page Field
7541,osx,Unique hardware ID in MacOSX
7542,oracle,Using a ref cursor as input type with ODP.NET
7543,linq,Linq to SQL Performance using contains.
7544,apache,"Apache is incorrectly converting jsp pages to ""text/plain"""
7545,svn,SVN folder to new repository root
7546,bash,how to make a PHP process auto-restart when dead?
7547,sharepoint,Howto: enable anonymous surveys in sharepoint
7548,hibernate,How I can disable the second-level cache of some certain entities in Hibernate with changing annotations
7549,svn,How to do internal svn:externals
7550,sharepoint,SharePoint API to get Crawling information
7551,scala,How to check existence of a program in the path
7552,hibernate,hibernate auto join conditions
7553,hibernate,indexing data in Hibernate Search
7554,oracle,How to encode string in Oracle?
7555,sharepoint,How do I get a web part to refresh in IE?
7556,apache,How do I conditionally add a line to Apache  .htaccess based on the domain?
7557,sharepoint,Looking to start SharePoint alert after a field change in InfoPath Form
7558,svn,Access denied when blaming with ToroiseSVN
7559,haskell,run a same haskell application take diff time
7560,ajax,Should I bring HTML snippets or JSON?
7561,cocoa,NSImage to Base64
7562,qt,How to make binary distribution of Qt application for Linux
7563,linq,how to use foreach in linq
7564,sharepoint,How do I access the onresize event from a SharePoint Web Part?
7565,apache,Disable Apache 503 response when Tomcat is down
7566,bash,Bash Customizations
7567,osx,Where is user specified data being stored on MacOS
7568,cocoa,How would you make a text cell in a an Outline View show how many children the parent row has?
7569,cocoa,"Read only ""N"" bytes from a file in Cocoa"
7570,linq,linq case statement
7571,osx,OS X Keychain's Password Assistant feature via Terminal
7572,sharepoint,How do I determine the size of a SharePoint list?
7573,svn,"Why does ""anonymous"" need read access in authz in order for TortoiseSVN to do a diff or log?"
7574,oracle,"Faster 'select distinct thing_id,thing_name from table1' in oracle"
7575,hibernate,Hibernate - Selecting across multiple joins with collections
7576,linq,"When using Linq, is DbNull equivalent to Null?"
7577,apache,How can I store my Rewrite Rules in a database?
7578,linq,"Extending data context classes (interface, new properties etc)"
7579,cocoa,Using NSProxy and forwardInvocation:
7580,apache,newly installed apache serving html content as text
7581,svn,Confusing Subversion Status !M
7582,cocoa,Garbage Collection Crash using NSImage
7583,oracle,How to get Oracle create table statement in SQL*Plus
7584,wordpress,"where do i find the wordpress ""promote"" class?"
7585,oracle,relations in oracle objects?
7586,svn,How do you use svn export to move files from dev or QA to production environment?
7587,linq,Is there a way in Linq to apply different calculations based on different conditions
7588,sharepoint,Connect to SharePoint with WCF
7589,sharepoint,Hiding some user profiles temporary from search
7590,qt,C++ Qt: bitwise operations
7591,apache,Parse the HTTP_COOKIES string from Apache for use in #if clause
7592,matlab,Comparing two matrices in Matlab
7593,cocoa,Does NSString stringWithCString: length: retain the byte array I pass in?
7594,scala,Scala Swing event framework - where do I add my reactors?
7595,scala,Using @Autowired of spring with scala
7596,drupal,Feedback form on Drupal 6 CCK content type
7597,sharepoint,WebPart in a root site includes a listview which tries to show the content of subsite lists
7598,cocoa,how to new a nib file in xcode 3.0?
7599,linq,How remove empty element from string array in one line?
7600,ajax,jQuery Cross domain ajax calls and Internet Explorer
7601,sharepoint,SPSiteDataQuery problem with Eq on Number fields
7602,scala,Scala Popup Menu
7603,qt,How to I authenticate with a ISA proxy from my application seemlessly?
7604,matlab,MatLab recursion error (beginner)
7605,qt,How to check if Qt GUI application is already running (in Linux)?
7606,ajax,Jquery: ajaxSend & ajaxStop events not working?
7607,ajax,When to use Ajax vs Json for Javascript events?
7608,hibernate,"How do I map a nested collection, Map<Key,List<Values>>, with hibernate JPA annotations?"
7609,sharepoint,Sharepoint Lists.asmx: The request failed with an empty response.
7610,sharepoint,Programmatically create SharePoint list
7611,matlab,"MATLAB ""bug"" (or really weird behavior)"
7612,qt,rbuic on windows
7613,ajax,Fetching an image and associated metadata with an AJAX request
7614,qt,Runtime-dynamic properties in QPropertyEditor
7615,sharepoint,Logging in as another user in sharepoint
7616,ajax,Does Rails' Ajax support make JSON or XML an easier format to work with?
7617,svn,How to migrate svn to another repository
7618,excel,How to suppress the file corrupt warning at excel download?
7619,haskell,Haskell: difference between . (dot) and $ (dollar sign)
7620,cocoa,How would you make a Status Item show or Hide a window when clicked?
7621,oracle,Oracle optimizing query involving date calculation
7622,spring,How does Spring for Python compare with Spring for Java
7623,linq,Seralization in WCF/C#/VS-2008/Linq
7624,cocoa,How would you make a checkbox in a Outline View become checked when all it's children's checkbox's are checked?
7625,matlab,How to clear the console in Matlab
7626,ajax,New line characters get submitted differently
7627,svn,What is the optimal configuration for serving multiple projects with Subversion ?
7628,svn,What do you use the svn tags directory for anyways?
7629,matlab,Putting together a big stiffness matrix from several small ones
7630,cocoa,NSPopUpButtonCell inside custom NSCell does not change selection when item is selected from menu
7631,cocoa,How do I deselect all cells in an NSBrowser
7632,linq,What is the best practise design for a scalable web application involving session state
7633,hibernate,Hibernate/JPA - annotating bean methods vs fields
7634,linq,Custom Linq Ordering
7635,excel,"How to get the process ID of the current Excel, throught VBA, without relying on finding the window by the caption?"
7636,linq,How can this be achieved in LINQ ?
7637,sharepoint,Use an XML File with a Feature
7638,ajax,Learning Ajax - where to search for online instruction.
7639,linq,C# LINQ: Sequence Contains No Elements Error (but I want to check for null!!!)
7640,linq,lamda extension to combine lists
7641,haskell,Error handling in Haskell with Either monad
7642,bash,How can I program ksh93 to use bash autocompletion?
7643,apache,Apache mod-proxy load balancer maintenance
7644,oracle,How do I automatically reset a sequence's value to 0 every year in Oracle 10g?
7645,linq,LINQ group by more than one group
7646,spring,spring security integrate with facebook connect
7647,excel,converting an Excel (xls) file to a comma separated (csv) file without the GUI
7648,linq,Linq and comparing two date columns
7649,excel,Changing Legend Type in Excel
7650,spring,How can use Spring XML configuration to set a bean property with list of all beans of a certain type?
7651,cocoa,how to open a panel with new folder function by NSOpenPanel ?
7652,hibernate,Comparing entities while unit testing with Hibernate
7653,cocoa,I want to allocate memory for 700 MB to 800 MB Image size
7654,svn,how to update a file in svn?
7655,sharepoint,Get Directory Path to 12 Hive programmatically
7656,cocoa,Connect to Sharepoint trough Cocoa
7657,scala,When to use the equals sign in a Scala method declaration?
7658,svn,how to force examine before commit in SVN and so on?
7659,sharepoint,where should I store CSS files in a sharepoint install?
7660,oracle,How to resolve Oracle RemoteOperationException: Error reading error from command
7661,cocoa,Getting the list of running applications ordered by last use
7662,oracle,Oracle adds NULL Byte (ASCII: 0) to varchar2 string
7663,sharepoint,SharePoint: How do I create a new list from a list template?
7664,svn,What  is the best practice regarding Source code managment ?
7665,cocoa,UIWebView in multithread ViewController
7666,linq,Conditional LINQ where statement?
7667,svn,Getting TortoiseSVN to set a file's modified time to the timestamp of the latest revision
7668,matlab,"Why do I receive a ""Out of Windows Resources"" warning when I open numerous figure windows in MATLAB [7.0 (R14) and beyond] on a Microsoft Windows PC?"
7669,osx,Making Movies from a set of images on a mac
7670,bash,Saving current directory to bash history
7671,cocoa,NS(Array|Tree)Controller Architecture for multiple NSViewControllers
7672,sharepoint,Which CSS framework causes the least interference with SharePoint?
7673,sharepoint,How to SSL enable SharePoint
7674,matlab,How do I choose computer hardware which best optimizes the performance of MATLAB?
7675,sharepoint,Extending Sharepoint XSL template
7676,scala,"If scala scaled well for Twitter, would jruby have done the same?"
7677,wordpress,How to get the category title in a post in Wordpress?
7678,svn,Putting Subversion Repositories in Subdirectories?
7679,cocoa,How would you make a button display a window when clicked?
7680,sharepoint,Sharepoint: Person column in custom list
7681,oracle,Oracle Calculation Involving Results of Another Calculation
7682,wordpress,"How can other users be updated when a comment is posted, other than the author in wordpress?"
7683,cocoa,"Should ""to-many"" relationships be modelled as properties?"
