id,intent,text
5911,SearchCreativeWork,Please locate Sad Love Story novel for me.
5912,SearchCreativeWork,Get me Kiss the Crystal Flake
5913,SearchCreativeWork,play the Ashley Tisdale discography TV show
5914,SearchCreativeWork,show More Questions Than Answers trailer
5915,SearchCreativeWork,Find a television show called Main Street.
5916,SearchCreativeWork,search for trailer Jazz Impressions of the U.S.A.
5917,SearchCreativeWork,find the Still Life: American Concert 1981 soundtrack
5918,SearchCreativeWork,Where can I see the show Latin for Lovers?
5919,SearchCreativeWork,find a show called The Crowd Roars
5920,SearchCreativeWork,Can you search for Twilight Is Gone?
5921,SearchCreativeWork,What is the TV show Comfort?
5922,SearchCreativeWork,"find The Ultimate Gift, a television show"
5923,SearchCreativeWork,I'm looking to find Kiss Me Goodbye.
5924,SearchCreativeWork,Look for the No Bigger than a Minute soundtrack
5925,SearchCreativeWork,Play a trailer for Give It All
5926,SearchCreativeWork,Find the Now We Are Six saga
5927,SearchCreativeWork,Find a photograph called Cope Park.
5928,SearchCreativeWork,Show me the show Live at the Fillmore East
5929,SearchCreativeWork,I want television show Come Again Smith
5930,SearchCreativeWork,Please look up the Around the World in Eighty Days movie.
5931,SearchCreativeWork,"find Episodi di South Park, a trailer"
5932,SearchCreativeWork,Find a novel called Nature Reviews Genetics.
5933,SearchCreativeWork,"Please look up the song, Twist of shadows."
5934,SearchCreativeWork,"find Journal of the European Economic Association, a movie I want to see"
5935,SearchCreativeWork,Search for The Long Dark
5936,SearchCreativeWork,"find A Tale of Two Cities, a painting"
5937,SearchCreativeWork,Where can I purchase a copy of the painting called Glimpses of World History?
5938,SearchCreativeWork,Look up Three Fantastic Dances
5939,SearchCreativeWork,show creativity of Comeback Season
5940,SearchCreativeWork,Find Confusion Bay.
5941,SearchCreativeWork,"find To Each His Own Cinema, an album"
5942,SearchCreativeWork,Can you pull up Channel M News
5943,SearchCreativeWork,Where can I find the Ricky Skaggs discography
5944,SearchCreativeWork,Where can I watch the TV series The Trifecta?
5945,SearchCreativeWork,Find Le Profil Amina TV series
5946,SearchCreativeWork,What is the painting Forever Malcolm Young?
5947,SearchCreativeWork,show creative picture of The Secret Doctrine
5948,SearchCreativeWork,Show me the album Clarke
5949,SearchCreativeWork,Find an album called Just Call Me Stupid.
5950,SearchCreativeWork,Show me the photograph called Hola Mary Lou: Prom Night II.
5951,SearchCreativeWork,Where can I find the novel A Woman in the Web
5952,SearchCreativeWork,Find Wish You Were Here.
5953,SearchCreativeWork,Show me the picture Nothin
5954,SearchCreativeWork,Find a movie called Greatest Time of Year.
5955,SearchCreativeWork,find the novel Playlist: The Very Best of Brad Paisley
5956,SearchCreativeWork,I need to find the creative work Burn Baby Burn
5957,SearchCreativeWork,Please look for Orion You Came and You Took All My Marbles
5958,SearchCreativeWork,Show me the song Spiderman of the Rings
5959,SearchCreativeWork,I want a photograph of Elizabeth the Queen
5960,SearchCreativeWork,I'd like to listen to the soundtrack In the Air
5961,SearchCreativeWork,Find The Photographic Journal.
5962,SearchCreativeWork,Show me the Landing at Low Tide painting
5963,SearchCreativeWork,Find the trailer for Bill Cosby Presents the Cosnarati: State of Emergency
5964,SearchCreativeWork,Find a saga called Lovex discography.
5965,SearchCreativeWork,"find Wild Solutions, a saga"
5966,SearchCreativeWork,Where can I find the movie called Cracking Contraptions?
5967,SearchCreativeWork,Where can I find Appalachian Journey
5968,SearchCreativeWork,show creativity of Accident Analysis & Prevention
5969,SearchCreativeWork,Find Show-Ya 20th Anniversary The Best.
5970,SearchCreativeWork,"find Love Will Tear Us Apart, a photograph"
5971,SearchCreativeWork,What is the release date for the DVD called Wild Is the Wind?
5972,SearchCreativeWork,I'd like to see the trailer Tony Parker
5973,SearchCreativeWork,"find Drumline: A New Beat, a picture"
5974,SearchCreativeWork,I want to listen to the soundtrack Bed of Roses
5975,SearchCreativeWork,Can you please find me The Biggest Loser Brunei: The Spirit of Life photograph?
5976,SearchCreativeWork,Find a TV series called White Bread Black Beer.
5977,SearchCreativeWork,play the movie Post Inferno Soundtrack
5978,SearchCreativeWork,I'm looking for the album called Disorderly Conduct: Video on Patrol
5979,SearchCreativeWork,Go to the movie The Best of Pirates of the Mississippi
5980,SearchCreativeWork,Find a photograph called Call on Me.
5981,SearchCreativeWork,Find a trailer called Just Say No\xebl.
5982,SearchCreativeWork,Search for the Un provinciale a New York TV show
5983,SearchCreativeWork,Please search the Ironbound picture.
5984,SearchCreativeWork,Play the TV series Effortless Regurgitation of Bright Red Blood
5985,SearchCreativeWork,Where can I find the album The Adventures of Lolo II
5986,SearchCreativeWork,Look for Hail Satanas We Are The Black Legions
5987,SearchCreativeWork,find Home Fires
5988,SearchCreativeWork,find me a game called Merle Haggard Presents His 30th Album
5989,SearchCreativeWork,I'd like to see the painting I Looked Up
5990,SearchCreativeWork,Where can I listen to the soundtrack of Gibraltar: Britain in the Sun
5991,SearchCreativeWork,where can I see the trailer for Love on the Beat
5992,SearchCreativeWork,Show me the album Andrews University Seminary Studies
5993,SearchCreativeWork,Find the creative work Brilliant! Tragic!
5994,SearchCreativeWork,Please search the Abby saga.
5995,SearchCreativeWork,Show me a video game made by TMPGEnc.
5996,SearchCreativeWork,Find The Gill Deacon Show.
5997,SearchCreativeWork,Can you please find me D.R.E.A.M.?
5998,SearchCreativeWork,I want to see the trailer for No One
5999,SearchCreativeWork,Please find the Infrared Riding Hood TV show.
6000,SearchCreativeWork,show me Convicted
6001,SearchCreativeWork,find a soundtrack called The Book of Folly
6002,SearchCreativeWork,Find saga Hamilton C shell
6003,SearchCreativeWork,look for the trailer for Red Stallion in the Rockies
6004,SearchCreativeWork,find Sailing The Seas Of Cheese
6005,SearchCreativeWork,I want to watch the television show Little Things
6006,SearchCreativeWork,Find the trailer for Real Men Cry
6007,SearchCreativeWork,Can i see the Boat People?
6008,SearchCreativeWork,Find a painting called Satisfaction Is the Death of Desire.
6009,SearchCreativeWork,Show The Invisible Hook trailer
6010,SearchCreativeWork,Find the Youth Against Christ saga
6011,SearchCreativeWork,How do I watch the TV show NBA Access with Ahmad Rashad
6012,SearchCreativeWork,I'd like to find the book called The Years
6013,SearchCreativeWork,find a painting called Screen Souvenirs
6014,SearchCreativeWork,Where can I purchase the TV series The Mating Season
6015,SearchCreativeWork,Show me a picture of Love
6016,SearchCreativeWork,Find a photograph called Greatest Hits Volume One.
6017,SearchCreativeWork,Find The Best Man Holiday saga
6018,SearchCreativeWork,Where can I find Richard the Lionheart: Rebellion?
6019,SearchCreativeWork,Play me the TV show The Women of Our Home
6020,SearchCreativeWork,Want to find a photograph called The Nine Maidens
6021,SearchCreativeWork,Can you play The Wanderer and His Shadow
6022,SearchCreativeWork,find the painting The Adventures of Teddy Ruxpin
6023,SearchCreativeWork,I want to see the trailer Amor Puro
6024,SearchCreativeWork,Pull up Mafia: The City of Lost Heaven
6025,SearchCreativeWork,find a game called So Long Self
6026,SearchCreativeWork,Show the Soonchild painting
6027,SearchCreativeWork,What is the cheapest price for the saga called 2006 Wikipedia CD Selection?
6028,SearchCreativeWork,Show me the work titled The Perfect Gentleman which is a song
6029,SearchCreativeWork,Please search for the Microsoft Safety Scanner television show.
6030,SearchCreativeWork,Can you find the movie Accidentally in Love
6031,SearchCreativeWork,Go to the TV series Love Berry
6032,SearchCreativeWork,find a movie called No More Sadface
6033,SearchCreativeWork,Look up The Collection Volume One novel
6034,SearchCreativeWork,Show me B\xe2ton Rouge
6035,SearchCreativeWork,Find a TV show called The God Boy.
6036,SearchCreativeWork,find Switching Channels
6037,SearchCreativeWork,Play song Softly
6038,SearchCreativeWork,find a TV show called The Traffic Policeman
6039,SearchCreativeWork,Find a song called You Cross My Path.
6040,SearchCreativeWork,Where can I find Police Story 3: Supercop
6041,SearchCreativeWork,I want to listen to the song Shamus
6042,SearchCreativeWork,Where can I locate Leo the Lion for purchase
6043,SearchCreativeWork,find me the book Filthy Lucre Live
6044,SearchCreativeWork,I want to World of Warcraft: Tides of Darkness
6045,SearchCreativeWork,find the video game called Turnin Me On
6046,SearchCreativeWork,I am looking for a work called Carry You Home
6047,SearchCreativeWork,Can you help me find the television show Women and Death
6048,SearchCreativeWork,Find Games Wizards Play TV series
6049,SearchCreativeWork,Can You tell me the Actors of the saga awards/
6050,SearchCreativeWork,find a television show  called I Got a Bag of My Own
6051,SearchCreativeWork,Look for Every Little Crook and Nanny
6052,SearchCreativeWork,play the TV show Wicked City
6053,SearchCreativeWork,Show me Live at the Kings Center
6054,SearchCreativeWork,I want to find the video game Masada Anniversary Edition Vol. 3: The Unknown Masada
6055,SearchCreativeWork,I'm looking for the show called The Origin of the Milky Way
6056,SearchCreativeWork,I am looking for the TV series Strays
6057,SearchCreativeWork,play Print the Legend soundtrack
6058,SearchCreativeWork,Find a game called The Life and Loves of Tschaikovsky.
6059,SearchCreativeWork,Find The Press of Atlantic City movie
6060,SearchCreativeWork,I want to watch The Original Recordings
6061,SearchCreativeWork,where can I find the game A Little Bit of Mambo
6062,SearchCreativeWork,Find me the documentary A Winter of Cyclists
6063,SearchCreativeWork,Find the video game High Hopes & Heartbreak
6064,SearchCreativeWork,Find City of Light.
6065,SearchCreativeWork,Show me the album Apache Axis2
6066,SearchCreativeWork,Find THUNDER IN THE EAST.
6067,SearchCreativeWork,I'd like to watch the TV show Hola Mary Lou: Prom Night II
6068,SearchCreativeWork,Where can I buy a photograph called Feel the Love?
6069,SearchCreativeWork,"find The Girlfriend Experience, a television show"
6070,SearchCreativeWork,Please find me The Purple Vigilantes book.
6071,SearchCreativeWork,Lets see the TV series 7even Year Itch.
6072,SearchCreativeWork,Where can I get the album So Fresh: The Hits of Spring 2011
6073,SearchCreativeWork,find TV series titled Sonata Mix Dwarf Cosmos
6074,SearchCreativeWork,"Can you find me the work, Frisbee: The Life and Death of a Hippie Preacher?"
6075,SearchCreativeWork,Find GoodReader.
6076,SearchCreativeWork,I'd like to see The New Jackals
6077,SearchCreativeWork,Show the Feed the Kitty painting
6078,SearchCreativeWork,I'd like to see Jack
6079,SearchCreativeWork,play the album The Outpost
6080,SearchCreativeWork,Play the Food Uncut soundtrack
6081,SearchCreativeWork,Pull up the trailer for 2000 Years \u2013 The Millennium Concert
6082,SearchCreativeWork,show creativity of Mind Chaos
6083,SearchCreativeWork,Find the video game Journal of Criminal Law & Criminology.
6084,SearchCreativeWork,Look up The Dock of the Bay show
6085,SearchCreativeWork,I want the song Phrazes for the Young
6086,SearchCreativeWork,Would like to find the trailer for An Experiment with Time
6087,SearchCreativeWork,I want to watch the television show Naked II
6088,SearchCreativeWork,Find the Burn the Sky Down album
6089,SearchCreativeWork,play The Sea Cabinet
6090,SearchCreativeWork,find the TV show Tribute to the Troops
6091,SearchCreativeWork,Help me search UFC on Fox show.
6092,SearchCreativeWork,I want to watch the TV series Rat Pack
6093,SearchCreativeWork,Do an image search for the picture Perfect Storm: Disasters That Changed The World
6094,SearchCreativeWork,Show Second Generation album
6095,SearchCreativeWork,Play the song Aura II: The Sacred Rings
6096,SearchCreativeWork,Show me Interesting Times: The Secret of My Success
6097,SearchCreativeWork,show creativity In the Red saga
6098,SearchCreativeWork,When was the album Start a Fire released?
6099,SearchCreativeWork,"I need Journal of Pediatric Oncology Nursing, help me find"
6100,SearchCreativeWork,find Google News
6101,SearchCreativeWork,Look up the show Cissy Houston
6102,SearchCreativeWork,find The Angry Birds Movie
6103,SearchCreativeWork,Where is Journal of Geriatric Psychiatry and Neurology
6104,SearchCreativeWork,Find a trailer called No Reservations.
6105,SearchCreativeWork,find the game titled IParty with Victorious
6106,SearchCreativeWork,find a video game called A Stroll in the Pork
6107,SearchCreativeWork,show song schedule of Shoot for the Moon
6108,SearchCreativeWork,Where can I get a photograph of Death Knows Your Name?
6109,SearchCreativeWork,Find a movie called Living in America.
6110,SearchCreativeWork,Find the TV series The Almighty Johnsons
6111,SearchCreativeWork,Can you help me find a picture called Olympia 1974?
6112,SearchCreativeWork,I'm looking for the video game called The Supernatural Events on Campus
6113,SearchCreativeWork,play the television show Tears Laid in Earth
6114,SearchCreativeWork,Where can I watch TV series Shopping Spree
6115,SearchCreativeWork,find a game called Bump the Show
6116,SearchCreativeWork,I'm looking to find Suryavanshi.
6117,SearchCreativeWork,Find the book Bad Day on the Block
6118,SearchCreativeWork,Show The Monkey soundtrack
6119,SearchCreativeWork,find a painting called Songs from Tsongas
6120,SearchCreativeWork,I'm looking for the saga Lifelong Ambitions
6121,SearchCreativeWork,show The Best of Minnie Riperton saga
6122,SearchCreativeWork,find The Family Jams saga
6123,SearchCreativeWork,look for the show named Chestnut Mare
6124,SearchCreativeWork,find the movie You Must First Learn to Draw the Real
6125,SearchCreativeWork,find the photograph The Air Is on Fire: Soundscape
6126,SearchCreativeWork,Find a video game called The Last American Virgin.
6127,SearchCreativeWork,Wish to find the movie the Heart Beat
6128,SearchCreativeWork,"Please look up the TV show, Vanity."
6129,SearchCreativeWork,Get me the Elvis' Christmas Album TV show.
6130,SearchCreativeWork,"Please find me the saga, The Deep Six."
6131,SearchCreativeWork,Wish to see the photograph with the name Live: Right Here
6132,SearchCreativeWork,Looking for a novel called Death March
6133,SearchCreativeWork,"Can you find me the work, The Curse of Oak Island?"
6134,SearchCreativeWork,Please get me The Sacred and Profane Love Machine game.
6135,SearchCreativeWork,Need a creative work called Hit by Love
6136,SearchCreativeWork,search for the trailer for The Office
6137,SearchCreativeWork,Looking for a creative work called Plant Ecology
6138,SearchCreativeWork,Find the television show To Me
6139,SearchCreativeWork,Can you please find me the saga Chump Change?
6140,SearchCreativeWork,Can you find me The Ridiculous 6 book?
6141,SearchCreativeWork,"Please fine me the TV series, Now We Are Married."
6142,SearchCreativeWork,"Please look up the work, Bachelor Pad."
6143,SearchCreativeWork,Please help me find the Late Night Heartbroken Blues television show.
6144,SearchCreativeWork,"Please help me find, Bend It Like Beckham the Musical."
6145,SearchCreativeWork,Please look up the TV series Parables for Wooden Ears.
6146,SearchCreativeWork,"Can you find me, Hey Man?"
6147,SearchCreativeWork,Please search for Switched.
6148,SearchCreativeWork,Can you get me the Controlled Conversations TV series?
6149,SearchCreativeWork,Please look up the song The Mad Magician.
6150,SearchCreativeWork,"Please search for the TV show, The Best of White Lion."
6151,SearchCreativeWork,Please find me Phineas Redux.
6152,SearchCreativeWork,Get me the Procession of Ants TV show.
6153,SearchCreativeWork,Looking for a game called Phinally Phamous
6154,SearchCreativeWork,Can you search the Daring Youth saga?
6155,SearchCreativeWork,look for the book The Girl Who Was Plugged In
6156,SearchCreativeWork,Find me a TV show called Baby Blue
6157,SearchCreativeWork,Search for Appalachian Journey
6158,SearchCreativeWork,Look for the television show Meet the Prince
6159,SearchCreativeWork,Can you find me Cracks the Safe?
6160,SearchCreativeWork,Please help me search the Hell Money saga.
6161,SearchCreativeWork,Get me the Secret South song.
6162,SearchCreativeWork,Can you find me the work titled Music for Millions?
6163,SearchCreativeWork,Please search for the painting titled This Is the Night.
6164,SearchCreativeWork,Could you locate the Epic Conditions picture?
6165,SearchCreativeWork,get me the trailer of Good Morning Sunshine
6166,SearchCreativeWork,Please search the An Introduction to Karl Marx painting.
6167,SearchCreativeWork,Can you find me the Blue Spring trailer?
6168,SearchCreativeWork,Could you find the TV series The Approach
6169,SearchCreativeWork,"Search for the TV show, A Lawless Street."
6170,SearchCreativeWork,Please look up Three Essays on the Theory of Sexuality show.
6171,SearchCreativeWork,Please get me the Compulsive Disclosure song.
6172,SearchCreativeWork,Can you look up the Molecular Oncology saga?
6173,SearchCreativeWork,Search for The Sound of One Hand Clapping
6174,SearchCreativeWork,Find the creative work Deadly Weapons
6175,SearchCreativeWork,Need the creative work called The Logic of Scientific Discovery
6176,SearchCreativeWork,Can you find me the National Anthem of the Ancient Britons television show?
6177,SearchCreativeWork,Can you please find me the Harry Hood saga?
6178,SearchCreativeWork,"Can you find me the work, Bible translations into Hawaii Pidgin?"
6179,SearchCreativeWork,Please look up and find me Monty Python Live at the Hollywood Bowl.
6180,SearchCreativeWork,Please search for Mary.
6181,SearchCreativeWork,Please search the game ATLA: All This Life Allows.
6182,SearchCreativeWork,Find me the novel with the name To Lose My Life\u2026
6183,SearchCreativeWork,Looking for a song with the title of Live at the Kings Center
6184,SearchCreativeWork,Can you find the American Bison photograph?
6185,SearchCreativeWork,Can you find me the Free for All show?
6186,SearchCreativeWork,Please find me the Olympia 74 soundtrack.
6187,SearchCreativeWork,Look for the album Slave to the Grind
6188,SearchCreativeWork,Please find me the Projekt: The New Face of Goth.
6189,SearchCreativeWork,Can you get me the Message from God saga?
6190,SearchCreativeWork,Find me the soundtrack A Honeymoon Adventure
6191,SearchCreativeWork,Please get me The Henderson Kids saga.
6192,SearchCreativeWork,Find the movie Splendor in the Grass
6193,SearchCreativeWork,Am looking for a book with the title Free to Play
6194,SearchCreativeWork,Look for the TV series Jersey Boys
6195,SearchCreativeWork,"Can you search the book, Paris - When It Sizzles?"
6196,SearchCreativeWork,Looking for a painting with the title With You
6197,SearchCreativeWork,Please find me the Classified book.
6198,SearchCreativeWork,Look for the show V-The New Mythology Suite
6199,SearchCreativeWork,Find the creative work Face Down
6200,SearchCreativeWork,Find Four Songs
6201,SearchCreativeWork,Find me the soundtrack Live at the Greek Theatre
6202,SearchCreativeWork,"Please search for the television show, Episodi di The Blacklist."
6203,SearchCreativeWork,Find a creative work called Fire in the Hole
6204,SearchCreativeWork,Looking for the picture with the name of Who Made Stevie Crye?
6205,SearchCreativeWork,Look for the album Wolves Within
6206,SearchCreativeWork,Find the album Orphan Girl at the Cemetery
6207,SearchCreativeWork,Please find me the Journal of the British Astronomical Association movie.
6208,SearchCreativeWork,Find the TV show The Daydreamer
6209,SearchCreativeWork,Can you please get me the book Dracula 5: The Blood Legacy?
6210,SearchCreativeWork,"Please look up the novel, Live to Dance."
6211,SearchCreativeWork,Please find me the video game titled 20 Hours in America.
6212,SearchCreativeWork,Find the creative work The Devil in Stitches
6213,SearchCreativeWork,"Please look up the work, Prophets."
6214,SearchCreativeWork,I'm looking for Welcome to the Canteen
6215,SearchCreativeWork,Please search for the Journal of Official Statistics show.
6216,SearchCreativeWork,Please look up Show-Biz Blues photograph.
6217,SearchCreativeWork,Please search the Woodsmen of the West.
6218,SearchCreativeWork,Can you find the creative works associated with Caryl & Marilyn: Real Friends
6219,SearchCreativeWork,Please get me the Dead Soul saga.
6220,SearchCreativeWork,Please search the Live from Leeds album.
6221,SearchCreativeWork,Please look up the Johnny English - La rinascita painting.
6222,SearchCreativeWork,Can you find me The Sword with No Name trailer?
6223,SearchCreativeWork,"I wish to watch The Fold trailer, please search."
6224,SearchCreativeWork,Can you find me the ALMOST HUMAN painting?
6225,SearchCreativeWork,"Please find me the work, Serious Awesomeness!."
6226,SearchCreativeWork,Search for the game Difficult Loves
6227,SearchScreeningEvent,What are the movie schedule at Malco Theatres
6228,SearchScreeningEvent,I want to get the movie schedule
6229,SearchScreeningEvent,Show me movie time for I Am Sorry  at my movie house
6230,SearchScreeningEvent,Find time for Trouble for Two in one minute at Landmark Theatres
6231,SearchScreeningEvent,Please show me the movie schedule for movies playing in the neighborhood.
6232,SearchScreeningEvent,What are the time for movies playing at Star Theatres?
6233,SearchScreeningEvent,What time are the animated movies playing at Mann Theatres?
6234,SearchScreeningEvent,I'm wondering what cinema is playing Peters baby.
6235,SearchScreeningEvent,i want the movie schedules for movies around here
6236,SearchScreeningEvent,What movies are playing at the nearest movie house
6237,SearchScreeningEvent,find Wild at Heart
6238,SearchScreeningEvent,She me the movie times
6239,SearchScreeningEvent,What movie theatre is playing Sherlock Holmes and Dr. Watson fifteen hours and one minute from now
6240,SearchScreeningEvent,What is the local movie times
6241,SearchScreeningEvent,find a movie house showing Cage Without a Key
6242,SearchScreeningEvent,What time is are movies at the closest movie theatre
6243,SearchScreeningEvent,Find the nearest movie house that's showing movies
6244,SearchScreeningEvent,find some close by movies
6245,SearchScreeningEvent,where is Wild America showing at zero P.M.
6246,SearchScreeningEvent,I'd like to see Snowball Express
6247,SearchScreeningEvent,find movie schedules at Goodrich Quality Theaters
6248,SearchScreeningEvent,When is Beyond My Reach scheduled at the nearest cinema?
6249,SearchScreeningEvent,Find the schedule for films at Cobb Theatres.
6250,SearchScreeningEvent,find 16 starting time for Heavenly Body
6251,SearchScreeningEvent,What animated movies are playing close by at four o'clock?
6252,SearchScreeningEvent,Find the movie schedule for films in the area.
6253,SearchScreeningEvent,What AMC Theaters is The Red Dance playing at?
6254,SearchScreeningEvent,show movie times at Megaplex Theatres
6255,SearchScreeningEvent,What is the movie schedule at the Fox Theatres
6256,SearchScreeningEvent,find movie times
6257,SearchScreeningEvent,give me the movie schedule
6258,SearchScreeningEvent,Find me Third Man on the Mountain at a cinema
6259,SearchScreeningEvent,I'd like to watch The Utopian Society
6260,SearchScreeningEvent,can you give me the movie times
6261,SearchScreeningEvent,What time is A Ball at the Anjo House playing
6262,SearchScreeningEvent,What is the closest movie theatre that is playing animated movies
6263,SearchScreeningEvent,Check movie schedules and find which animated movies are being aired in the neighborhood movie halls.
6264,SearchScreeningEvent,Find the schedule for The Voice in the Fog at night at the closest movie house.
6265,SearchScreeningEvent,When is Barbary Coast playing?
6266,SearchScreeningEvent,is Terminal Station at Cinemark Theatres
6267,SearchScreeningEvent,I'd like to watch Sherlock Holmes \xe0 New York at KB Theatres
6268,SearchScreeningEvent,What time is movies playing around here
6269,SearchScreeningEvent,Show me the movie schedule for Caribbean Cinemas
6270,SearchScreeningEvent,Show me the movie schedules for Santikos Theatres.
6271,SearchScreeningEvent,Is Live Forever: The Rise and Fall of Brit Pop playing at the closest cinema in 1 minute
6272,SearchScreeningEvent,Check which cinema currently runs When the Last Sword is Drawn.
6273,SearchScreeningEvent,find a movie house with Colic: The Movie that is nearest
6274,SearchScreeningEvent,Tell me what films are currently playing at AMC Theaters
6275,SearchScreeningEvent,find movies with movie schedules in the neighborhood
6276,SearchScreeningEvent,what movie theatre is showing If the Huns Came to Melbourne
6277,SearchScreeningEvent,What films and movie times are close by
6278,SearchScreeningEvent,find National Amusements showing The Sea Is Behind
6279,SearchScreeningEvent,show movie times
6280,SearchScreeningEvent,Is The Swan available to watch at the movie house now?
6281,SearchScreeningEvent,is Traffic at the movie theatre
6282,SearchScreeningEvent,Find time for the movie schedule at Cineplex Odeon Corporation
6283,SearchScreeningEvent,What time is Kerasotes Theatres playing animated movies
6284,SearchScreeningEvent,find The Flying Ace
6285,SearchScreeningEvent,is Transcending Fear at Malco Theatres
6286,SearchScreeningEvent,Can you give me a local and current movie schedule
6287,SearchScreeningEvent,Where is the nearest movie house that is playing Teaching to See
6288,SearchScreeningEvent,closest movie theatre with No Time for Sergeants
6289,SearchScreeningEvent,where is Beyblade: Fierce Battle playing
6290,SearchScreeningEvent,when is Hefner: Unauthorized showing at Magic Johnson Theatres
6291,SearchScreeningEvent,what's the closest movie house showing animated movies
6292,SearchScreeningEvent,find a nearby movie schedule for movies
6293,SearchScreeningEvent,Showtimes for Medal for the General
6294,SearchScreeningEvent,When is His English Wife showing at the Neighborhood Cinema Group?
6295,SearchScreeningEvent,What time is The Count playing
6296,SearchScreeningEvent,find animated movies in the neighborhood
6297,SearchScreeningEvent,Can you tell me what time The Fickle is playing at the closest cinema
6298,SearchScreeningEvent,show movie schedules at Megaplex Theatres
6299,SearchScreeningEvent,what's the nearest movie theatre showing movies
6300,SearchScreeningEvent,please give me the movie schedule
6301,SearchScreeningEvent,i want to watch animated movies at Showcase Cinemas
6302,SearchScreeningEvent,find The Broken
6303,SearchScreeningEvent,where is the nearest movie theatre showing movies
6304,SearchScreeningEvent,find Three in the Attic
6305,SearchScreeningEvent,What is the movie schedule for animated movies in the area
6306,SearchScreeningEvent,Can you give me the movie schedules at Mann Theatres?
6307,SearchScreeningEvent,give me the movie schedule for animated movies showing in the neighborhood
6308,SearchScreeningEvent,When is Longwave going to be playing?
6309,SearchScreeningEvent,Find the movie schedules for me
6310,SearchScreeningEvent,find Vegucated starting at zero pm
6311,SearchScreeningEvent,What time will Where the Breakers Roar be playing?
6312,SearchScreeningEvent,I'd like to watch Dirty Laundry at the movie house
6313,SearchScreeningEvent,I want the movie schedule for animated movies in the area
6314,SearchScreeningEvent,Is The Tender Years at the nearest movie theatre
6315,SearchScreeningEvent,Find the schedule for The Band of Honest Men at the nearest movie theatre.
6316,SearchScreeningEvent,Show me the movie schedule
6317,SearchScreeningEvent,I'd like to watch films at the nearest cinema at 8 am
6318,SearchScreeningEvent,Find the movie times for animated movies around here.
6319,SearchScreeningEvent,showtimes for movies currently playing at Speakeasy Theaters
6320,SearchScreeningEvent,can you find me a showing for Before the Music Dies in one second ?
6321,SearchScreeningEvent,Find the movie schedules for Cobb Theatres.
6322,SearchScreeningEvent,What is the movie schedules for the Harkins Theatres
6323,SearchScreeningEvent,find movie times
6324,SearchScreeningEvent,what theaters are showing A Lonely Place to Die \u2013 Todesfalle Highlands starting at 14:40
6325,SearchScreeningEvent,find a cinema closest with animated movies
6326,SearchScreeningEvent,Show me movie times at Cooper Foundation.
6327,SearchScreeningEvent,find movie times for films close by
6328,SearchScreeningEvent,movie schedules at AMC Theaters
6329,SearchScreeningEvent,Please tell me movie times
6330,SearchScreeningEvent,show movie schedules close by movies
6331,SearchScreeningEvent,What time will In the Name of the Son be playing?
6332,SearchScreeningEvent,Which movies are playing at the nearest cinema at twelve PM?
6333,SearchScreeningEvent,is Dishyum at the cinema
6334,SearchScreeningEvent,Show me movie schedules
6335,SearchScreeningEvent,Let me get the movie schedule for lunch time.
6336,SearchScreeningEvent,What movies are playing in the area
6337,SearchScreeningEvent,Find the schedule for films at Century Theatres.
6338,SearchScreeningEvent,when can i see A Handful of Dust in a movie theatre
6339,SearchScreeningEvent,Which movies are playing at the closest cinema?
6340,SearchScreeningEvent,what's the movie schedules for in the neighborhood at the movies
6341,SearchScreeningEvent,Show me movie times for animated movies playing three hours from now in the neighbourhood.
6342,SearchScreeningEvent,What are the movie times for films playing in the area?
6343,SearchScreeningEvent,List movie schedule
6344,SearchScreeningEvent,show me movies in the area
6345,SearchScreeningEvent,Which animated movies are showing at the Neighborhood Cinema Group?
6346,SearchScreeningEvent,What films are playing at the nearest movie theatre
6347,SearchScreeningEvent,What time is film showing at Southern Theatres
6348,SearchScreeningEvent,Find movie times for Alamo Drafthouse Cinema at 10:37 P.M..
6349,SearchScreeningEvent,What time is I Know That You Know That I Know lpaying
6350,SearchScreeningEvent,Show me the films currently playing at the nearest movie theatre
6351,SearchScreeningEvent,show the movies at the nearest movie house
6352,SearchScreeningEvent,What cinema is The Railway Children
6353,SearchScreeningEvent,What are the movie times for movies around here
6354,SearchScreeningEvent,Where is The Beach of Lost Children playing
6355,SearchScreeningEvent,I'd like to see the showtimes for Silly Movie 2.0 at the movie house
6356,SearchScreeningEvent,11 seconds from now find a cinema with First Monday in October
6357,SearchScreeningEvent,Is The King of the Kitchen playing in fifteen hours?
6358,SearchScreeningEvent,What movies are going to be screened at Caribbean Cinemas at fourteen o'clock?
6359,SearchScreeningEvent,What time is Goodbye Mothers playing?
6360,SearchScreeningEvent,show movie times for AMC Theatres
6361,SearchScreeningEvent,What movie times start in 22 seconds at Magic Johnson Theatres
6362,SearchScreeningEvent,find films at Showcase Cinemas
6363,SearchScreeningEvent,is The Couch Trip at the nearest cinema
6364,SearchScreeningEvent,What time is High Tide at Noon showing
6365,SearchScreeningEvent,What time is Chandranath playing MJR Theatres
6366,SearchScreeningEvent,What are the movie schedules for the Dipson Theatres
6367,SearchScreeningEvent,What time is Death Nurse showing
6368,SearchScreeningEvent,What is the movies playing at North American Cinemas
6369,SearchScreeningEvent,What time is Swarna Trishna playinh at Loews Cineplex
6370,SearchScreeningEvent,find animated movies nearest at a movie house
6371,SearchScreeningEvent,What is the local movie schedule
