id,intent,text
6769,reverted_card_payment?,"I just checked and my payment was cancelled, why?"
6770,reverted_card_payment?,My money is back in my account after a seller contacted me stating they never received payment. I am positive it was deducted out of my account. Please get this sorted out right away.
6771,reverted_card_payment?,HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it?
6772,reverted_card_payment?,Seems like my card payment has been cancelled
6773,reverted_card_payment?,Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later.
6774,reverted_card_payment?,I was checking my statement and I think one of my card payments has reverted
6775,reverted_card_payment?,Why isn't my payment showing?
6776,reverted_card_payment?,What happens when a payment is reverted?
6777,reverted_card_payment?,I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible.
6778,reverted_card_payment?,I cancelled my card payment
6779,reverted_card_payment?,"Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card?"
6780,reverted_card_payment?,I used my card to make a payment and wondered why the payment was reverted?
6781,reverted_card_payment?,"I bought something and received it, but the payment went back to my account. Is the seller okay?"
6782,reverted_card_payment?,Looks like my card payment was cancelled.
6783,reverted_card_payment?,why would a merchant refuse a payment
6784,reverted_card_payment?,How do I fix a payment that was reverted
6785,reverted_card_payment?,I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly?
6786,reverted_card_payment?,The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly.
6787,reverted_card_payment?,My card payments have stopped.
6788,reverted_card_payment?,My card payment was cancelled it seems.
6789,reverted_card_payment?,Why was a payment I made reverted?
6790,reverted_card_payment?,"I need help to resolve mix up on my card payment. My account shows the money was taken out and then put back in the account. Then I received a message from the seller, It said that they did not get my payment."
6791,reverted_card_payment?,Was my transaction reverted with my card?
6792,reverted_card_payment?,"My payment was put back, I think."
6793,reverted_card_payment?,"I've got a problem - I purchased an item maybe a week or two ago, but to the payment came back to my account! I've already got what I ordered, so why are the payment funds showing up in my account?"
6794,reverted_card_payment?,I think my card payment was cancelled. What happened?
6795,reverted_card_payment?,"I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here?"
6796,reverted_card_payment?,What does it mean if it says my card payment has been cancelled?
6797,reverted_card_payment?,Why was a payment cancelled on my account?
6798,reverted_card_payment?,Card payment has be declined.
6799,reverted_card_payment?,Why is a payment I made reverted back to my account?
6800,reverted_card_payment?,My payment has been returned.
6801,reverted_card_payment?,What does it mean if my payment has been reverted?
6802,reverted_card_payment?,I made a payment but the app gave the money back.
6803,reverted_card_payment?,I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?
6804,reverted_card_payment?,"I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening?"
6805,reverted_card_payment?,I think a card payment I made was cancelled.
6806,reverted_card_payment?,"I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here?"
6807,reverted_card_payment?,Why did you cancel my card payment?
6808,reverted_card_payment?,I did a payment but it was reverted by the app
6809,reverted_card_payment?,My payment has not been accepted.
6810,reverted_card_payment?,Unknowingly to me the payment sent to seller has been redeposied back in my account. I do not know why it would take out the payment and then put it back in my account. Can you resolve this as soon as possible?
6811,reverted_card_payment?,Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying.
6812,reverted_card_payment?,Why did my payment not go through why did it cancel?
6813,reverted_card_payment?,"Hi, I am trying to buy something online, but i think there is some issue in my card. As payment is reverted. Please help me in this as i am facing the same issue from last two weeks."
6814,reverted_card_payment?,What is the reason for my card payment to be reverted?
6815,reverted_card_payment?,My card payment's cancelled
6816,reverted_card_payment?,What does it mean if my payment was reverted?
6817,reverted_card_payment?,Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks.
6818,reverted_card_payment?,Why did my payment go back to my account when I bought something?
6819,reverted_card_payment?,Why is my card payment cancelled?
6820,reverted_card_payment?,"Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me!"
6821,reverted_card_payment?,has my card payment been reverted?
6822,reverted_card_payment?,I have cancelled payments to this card.
6823,reverted_card_payment?,"There's a problem - I bought something about a week or two ago but just today the payment somehow came back into my account! I already received the item though, what's going on here?"
6824,reverted_card_payment?,I see a reverted payment on my account. Why has this happened?
6825,reverted_card_payment?,I think the payment from my card was revereted
6826,reverted_card_payment?,I think my card payment was reverted
6827,reverted_card_payment?,How come I can't find my payment?
6828,reverted_card_payment?,I tried to buy something online but my funds were transferred back to my account. What is happening?
6829,reverted_card_payment?,I received a returned payment that I made.
6830,reverted_card_payment?,Why did the funds for one of my purchase come back to my account?
6831,reverted_card_payment?,Why would the app revert my payment?
6832,reverted_card_payment?,It looks like my card payment was sent back.
6833,reverted_card_payment?,Can you tell me why my card payment was cancelled?
6834,reverted_card_payment?,"I purchased something and already received it, why hasn't the money taken out?"
6835,reverted_card_payment?,One of my card payments has reverted
6836,reverted_card_payment?,I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly.
6837,reverted_card_payment?,My card payment has not been withdrawn from my account
6838,reverted_card_payment?,My card payment was reverted
6839,reverted_card_payment?,I just got refunded for my purchase over two weeks ago
6840,reverted_card_payment?,Please tell me why the purchase I made online returned payment. I really wanted this item and I've been trying for 2 weeks.
6841,reverted_card_payment?,I paid two weeks ago and just got refunded
6842,reverted_card_payment?,My card payment was cancelled.  Why?
6843,reverted_card_payment?,"I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here?"
6844,reverted_card_payment?,Why has my money been returned back to my card.
6845,reverted_card_payment?,Why would my card payment be reverted?
6846,reverted_card_payment?,"I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this?"
6847,reverted_card_payment?,"I purchased something and the seller hasn't received the money yet, but it has been deducted from my account."
6848,reverted_card_payment?,I think a payment I made with a card was cancelled.
6849,reverted_card_payment?,I notice that I have a card payment that's been cancelled.
6850,reverted_card_payment?,why was my payment reverted on the app
6851,reverted_card_payment?,I did a payment but the app cancelled it.
6852,reverted_card_payment?,I am not able to make a purchase because there is an issue with my card
6853,reverted_card_payment?,Explain why a card payment would be cancelled?
6854,reverted_card_payment?,What happens if my card payment is cancelled?
6855,reverted_card_payment?,Why would a merchant revert my payment?
6856,reverted_card_payment?,What happens if a merchant doesn't accept  you payment?
6857,reverted_card_payment?,"My card payment reverted back, I think."
6858,reverted_card_payment?,I sent a payment but now it's not showing up.
6859,reverted_card_payment?,How can I tell if my card payment is reverted?
6860,reverted_card_payment?,"I'm not sure what is going on here. I've received payment back into my account  for an item I've already received, from about 2 weeks ago."
6861,reverted_card_payment?,Why was my card payment reversed?
6862,reverted_card_payment?,Why have I received a rebate for my payment after a week?
6863,reverted_card_payment?,"Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening?"
6864,reverted_card_payment?,Why wasn't my payment accepted by the app
6865,reverted_card_payment?,Why would a merchant revert a card payment?
6866,reverted_card_payment?,"Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise."
6867,reverted_card_payment?,"I cannot seem to buy something online with my card? the payment comes back, what's going on?"
6868,reverted_card_payment?,Did a card payment that I made get cancelled?
6869,reverted_card_payment?,"I think a card payment I made was cancelled, can you check?"
6870,reverted_card_payment?,A seller is stating that they haven't received money yet when the money has already deducted from my account.
6871,reverted_card_payment?,I an not sure but it looks as if a card payment I made was cancelled.
6872,reverted_card_payment?,The money is still in my account even though I already paid -- I don't understand what happened.
6873,reverted_card_payment?,My card payment might have been reverted.
6874,reverted_card_payment?,"I noticed my card payment was cancelled, can you tell me why?"
6875,reverted_card_payment?,I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening?
6876,reverted_card_payment?,I believe my card payment has reverted
6877,reverted_card_payment?,What do I do if my payment was reverted?
6878,reverted_card_payment?,My payment was stopped
6879,reverted_card_payment?,My payment was cancelled
6880,reverted_card_payment?,My payment did not go through because the app reverted it
6881,reverted_card_payment?,Was my card payment reverted?
6882,reverted_card_payment?,Is it possible that my card payment was reverted?
6883,change_pin,Is it possible for me to change my PIN number?
6884,change_pin,What are the steps to change my PIN to something else?
6885,change_pin,In what way can I change my PIN and where do I need to be?
6886,change_pin,Can I change my PIN at any cash machines?
6887,change_pin,I need to make my card PIN a different number
6888,change_pin,Can I change my PIN abroad?
6889,change_pin,Do I have to go to the bank to change my PIN?
6890,change_pin,If I want to can I set up a new PIN?
6891,change_pin,Do I have to go into the bank to change my PIN?
6892,change_pin,Can I change my PIN at my local bank?
6893,change_pin,"If I wanted to change my PIN, how would I do that?"
6894,change_pin,If I want to select a new PIN what do I do?
6895,change_pin,How can I change my PIN without going to the bank?
6896,change_pin,Do I need to speak to a representative to change my pin?
6897,change_pin,Can I pick a new PIN?
6898,change_pin,Where can I update my pin number?
6899,change_pin,Can I change my PIN remotely?
6900,change_pin,I need to change my card PIN.
6901,change_pin,If i want to change my pin number can I directly from an ATM?
6902,change_pin,Are there any specific cash machines that I have to go to in order to change my PIN?
6903,change_pin,Can I change my PIN at any ATM?
6904,change_pin,Can I change my pin at an atm?
6905,change_pin,Can I change my PIN without being physically present?
6906,change_pin,Can you tell me how to change my PIN?
6907,change_pin,I want to choose a new PIN.
6908,change_pin,Is there a way yo change my PIN?
6909,change_pin,Can I change my PIN?
6910,change_pin,Do I need to go to a physical bank to change my PIN?
6911,change_pin,What cash machines will let me change my PIN?
6912,change_pin,Do I need to go to an office to change my pin?
6913,change_pin,Which ATM's am i able to change my PIN?
6914,change_pin,Can I change my PIN without going to a bank?
6915,change_pin,Can my PIN changed remotely without visiting a bank?
6916,change_pin,Which countries can I change my PIN in?
6917,change_pin,Can I change my pin through the app?
6918,change_pin,I want a new PIN please.
6919,change_pin,Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.
6920,change_pin,Please help me set up a new PIN.
6921,change_pin,I have been travelling overseas and I need to change my PIN. Can you tell me how this is done?
6922,change_pin,Is there a location where I can change my PIN?
6923,change_pin,I am on vacation in Spain and need to change my pin.
6924,change_pin,How can I change my PIN even though I'm out of the country in Austria at the moment?
6925,change_pin,Can I change my PIN in Austria?
6926,change_pin,Can I change my in at all ATM's?
6927,change_pin,I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here?
6928,change_pin,I must change my PIN as soon as possible.
6929,change_pin,"I think my pin has been compromised, what do I do?"
6930,change_pin,Where do I need to go to change my PIN?
6931,change_pin,Do I have to change my PIN at a bank?
6932,change_pin,Can I change my PIN on my phone?
6933,change_pin,Help me with a PIN change.
6934,change_pin,I want to change my PIN - do I need to be in a bank?
6935,change_pin,How do I change the PIN?
6936,change_pin,Where can I change my PIN?
6937,change_pin,Change my pin?
6938,change_pin,Can you tell me where  can change my PIN?
6939,change_pin,Can I change my pin at a cash machine?
6940,change_pin,Is it possible to change my PIN?
6941,change_pin,I really need to know how to change my pin.
6942,change_pin,Is going to a bank only way to change my PIN?
6943,change_pin,How can I reset my PIN?
6944,change_pin,Is it possible to change my pin if i am out of the country?
6945,change_pin,How can I set a new pin.
6946,change_pin,"I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM?"
6947,change_pin,Are there cash machines where I can change my PIN?
6948,change_pin,"I can't freeze my account as I need the card as I am traveling, how do I change my pin?"
6949,change_pin,How do I change my card PIN?
6950,change_pin,"While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain?"
6951,change_pin,How do I go about changing my PIN?
6952,change_pin,Am I able to change my PIN at certain cash machines?
6953,change_pin,Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.
6954,change_pin,I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM?
6955,change_pin,I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?
6956,change_pin,Can I reset my PIN?
6957,change_pin,At what cash machines can I change my PIN?
6958,change_pin,I want to change my PIN.
6959,change_pin,What steps do I have to take to change my PIN?
6960,change_pin,I want to change my pin number from an ATM. Is this possible?
6961,change_pin,I would like to change the the PIN on my card.
6962,change_pin,"I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country?"
6963,change_pin,How can I alteration my PIN?
6964,change_pin,I want to create a new pin.
6965,change_pin,"
Do I need to go to a physical bank to change my PIN?"
6966,change_pin,May I change my PIN?
6967,change_pin,Please help me change my PIN.
6968,change_pin,Set a new PIN please.
6969,change_pin,Can I change my PIN online?
6970,change_pin,How do I change my PIN abroad?
6971,change_pin,How can I change my Rowlock ?
6972,change_pin,How can I change my old pin to a new one?
6973,change_pin,Changing my PIN
6974,change_pin,Can I get a new pin number at any ATM using my card?
6975,change_pin,Please let me know how to change my PIN?
6976,change_pin,Can I change my PIN without going to a bank branch?
6977,change_pin,Tell me how to setup a new PIN.
6978,change_pin,Can my PIN be changed in any cash machine?
6979,change_pin,Can you tell me what I need to do to have my pin changed?
6980,change_pin,Am I allowed to change my PIN anywhere?
6981,change_pin,I want to replace my current PIN.
6982,change_pin,Help me change my PIN.
6983,change_pin,Are their certain cash machines where I can change my pin?
6984,change_pin,"
Which cash machines will allow me to change my PIN?"
6985,change_pin,How can I change my PIN?  Help.
6986,change_pin,Do you know how to change my card PIN?
6987,change_pin,Where do I go to change my PIN?
6988,change_pin,How do I change my pin while traveling?
6989,change_pin,Can I change my PIN if I want to?
6990,change_pin,What ATMs will allow me to change my PIN?
6991,change_pin,"Your card pin can be changed at any Visa or MasterCard ATM with Pin services, excluding countries such as Belgium, Luxembourg, Austria, Germany, Spain, and France."
6992,change_pin,Do I have to go to an actual bank to change my PIN?
6993,change_pin,"Can I change my pin at ATMs?  If so, what ones?"
6994,change_pin,Can I change my card PIN?
6995,change_pin,Which atms allow me to change my pin?
6996,change_pin,Is there a way to change my PIN without having to go to the bank?
6997,change_pin,Tell me what ATMs allow me to change my PIN.
6998,change_pin,Can I change my PIN on holiday?
6999,change_pin,What is the process to change my PIN?
7000,change_pin,Please tell me how to change my pin.
7001,change_pin,At what ATM can I change my PIN?
7002,change_pin,"If I am not in the country and I need to change my PIN, how can this be done?"
7003,change_pin,What do I have to do to change my pin?
7004,change_pin,Can I change my pin number at a cash machine?
7005,beneficiary_not_allowed,is there something blocking me from making transfers
7006,beneficiary_not_allowed,What are the reasons for my beneficiary not being allowed?
7007,beneficiary_not_allowed,Is there something wrong with the transferring functions? I keep trying to transfer funds and only get an error message.
7008,beneficiary_not_allowed,What are the reasons a beneficiary would be denied?
7009,beneficiary_not_allowed,A transfer to my account was denied.
7010,beneficiary_not_allowed,Why was I not allowed to do a transfer to a beneficiary?
7011,beneficiary_not_allowed,I got a message that my transfer is not possible.  What is happening?  I need this to go through please.
7012,beneficiary_not_allowed,What is the reason for my beneficiary to be disallowed?
7013,beneficiary_not_allowed,Can someone explain why I'm getting a message on my screen saying my transfer isn't possible? I've done several in the past and haven't had a single problem until now. What's going on?
7014,beneficiary_not_allowed,I tried transferring to an account but it won't let me.
7015,beneficiary_not_allowed,It's not letting me transfer money to my beneficiery.
7016,beneficiary_not_allowed,My transfer to an account failed.
7017,beneficiary_not_allowed,Why is my beneficiary not allowed?
7018,beneficiary_not_allowed,For some reason I am unable to preform a transfer to a beneficiary.
7019,beneficiary_not_allowed,My beneficiary is not allowed?  Why?
7020,beneficiary_not_allowed,I tried to transfer funds to a beneficiary and was denied. Can you tell me why?
7021,beneficiary_not_allowed,What is the reason I couldn't do a transfer to a beneficiary?
7022,beneficiary_not_allowed,I got a message that I cannot name X as a beneficiary.
7023,beneficiary_not_allowed,Why am I not allowed to add a certain beneficiary?
7024,beneficiary_not_allowed,Why can't my beneficiary access my account?
7025,beneficiary_not_allowed,I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?
7026,beneficiary_not_allowed,Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?
7027,beneficiary_not_allowed,My beneficiary didn't receive my transfer
7028,beneficiary_not_allowed,why didnt a transfer to my account process
7029,beneficiary_not_allowed,Why can I not do a  transfer
7030,beneficiary_not_allowed,Why didn't my transfer to a beneficiary go through?
7031,beneficiary_not_allowed,"For some reason, I'm unable to transfer funds."
7032,beneficiary_not_allowed,Why has my beneficiary been denied?
7033,beneficiary_not_allowed,I need to transfer to my account and cant.
7034,beneficiary_not_allowed,Why am I not allowed to transfer money to my cryptocurrency exchange?
7035,beneficiary_not_allowed,what are the reasons why you would not be able to process a payment
7036,beneficiary_not_allowed,Why can't I transfer to another account?
7037,beneficiary_not_allowed,Are there restrictions to transfers to certain accounts?
7038,beneficiary_not_allowed,Please tell me why I am having problems transferring to a beneficiary.
7039,beneficiary_not_allowed,I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange.
7040,beneficiary_not_allowed,My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?
7041,beneficiary_not_allowed,i tried to do a transfer to an account but it didn't work
7042,beneficiary_not_allowed,I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem
7043,beneficiary_not_allowed,Why is my beneficiary being denies?
7044,beneficiary_not_allowed,Why does my transfer keep generating an error message?
7045,beneficiary_not_allowed,I want a reason as to why my beneficiary is not allowed?
7046,beneficiary_not_allowed,"Hi, I am interested buying crypto currency but unable to purchase it through the application. I do want to do the exchange, Could you please let me know what is the problem?"
7047,beneficiary_not_allowed,Why can't a beneficiary receive a money transfer from me?
7048,beneficiary_not_allowed,Why won't my transfer to another account work?
7049,beneficiary_not_allowed,My account transfer was not cleared.
7050,beneficiary_not_allowed,"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work."
7051,beneficiary_not_allowed,I wasn't able to do a transfer to an account
7052,beneficiary_not_allowed,Why would a transfer to an account not be allowed?
7053,beneficiary_not_allowed,why is a transfer to beneficiary not possible?
7054,beneficiary_not_allowed,Why did my transfer to a beneficiary fail?
7055,beneficiary_not_allowed,Explain why I can't do a transfer to an account.
7056,beneficiary_not_allowed,Why can't my beneficiary get access?
7057,beneficiary_not_allowed,I'm suddenly getting an error while attempting a transfer that it isn't possible. Why? I've done it before.
7058,beneficiary_not_allowed,I cannot make a transfer to another account.
7059,beneficiary_not_allowed,Why can't I transfer money to a beneficiary
7060,beneficiary_not_allowed,why didnt my account allow a transfer
7061,beneficiary_not_allowed,are transfers to a beneficiary possible
7062,beneficiary_not_allowed,Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message
7063,beneficiary_not_allowed,Will a beneficiary not accept a transfer?
7064,beneficiary_not_allowed,Why would a transfer to a beneficiary not go through?
7065,beneficiary_not_allowed,For what reason can I not transfer money to a beneficiary?
7066,beneficiary_not_allowed,What happens when a beneficiary can't receive my transfer?
7067,beneficiary_not_allowed,i tried to transfer cryptocurrency into my account but was denied
7068,beneficiary_not_allowed,Why wasn't my payment to beneficiary X approved?
7069,beneficiary_not_allowed,My transfer to a beneficiary did not go through.  Why?
7070,beneficiary_not_allowed,I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?
7071,beneficiary_not_allowed,Why won't you let me name X as a beneficiary?
7072,beneficiary_not_allowed,Why couldn't I transfer funds to my beneficiary?
7073,beneficiary_not_allowed,Why can't I transfer money to a beneficiery?
7074,beneficiary_not_allowed,Am I allowed to transfer money to a beneficiary?
7075,beneficiary_not_allowed,Why didn't my transfer to a beneficiary happen?
7076,beneficiary_not_allowed,A transfer was not allowed to an account.
7077,beneficiary_not_allowed,Why can't I use this beneficiary?
7078,beneficiary_not_allowed,"I want to transfer money to a beneficiary, but I couldn't."
7079,beneficiary_not_allowed,My funds are not transferring to my bank. Why is this not working?
7080,beneficiary_not_allowed,Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.
7081,beneficiary_not_allowed,I am trying  to  transfer and  it has been  stopped why is  that
7082,beneficiary_not_allowed,"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this."
7083,beneficiary_not_allowed,I am trying to complete a transfer but I keep getting an error message.
7084,beneficiary_not_allowed,"I normally have no issues making transfers, so why am I suddenly being told it is not possible?"
7085,beneficiary_not_allowed,My account did not allow the transfer.
7086,beneficiary_not_allowed,"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up."
7087,beneficiary_not_allowed,Why was my transfer stopped ?
7088,beneficiary_not_allowed,Why is allowance not being given to my beneficiary?
7089,beneficiary_not_allowed,I have been trying to exchange this for crypto but the app won't work could you please help me?
7090,beneficiary_not_allowed,The transfer to my account was not allowed.
7091,beneficiary_not_allowed,My beneficiary is unable to transact
7092,beneficiary_not_allowed,I need to move money to another beneficiary. Why is it not working?
7093,beneficiary_not_allowed,I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.
7094,beneficiary_not_allowed,the transfer to an account wasn't allowed is there any other way for me to do it
7095,beneficiary_not_allowed,I was unable to transfer money to a beneficiary.
7096,beneficiary_not_allowed,Why can't I use my beneficiary?
7097,beneficiary_not_allowed,Why is this beneficiary being rejected?
7098,beneficiary_not_allowed,"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages."
7099,beneficiary_not_allowed,why did my account decline a incoming transfer
7100,beneficiary_not_allowed,Why will my transfer not go through?!  Keep getting an error message.
7101,beneficiary_not_allowed,My transfer to a beneficiary was rejected.
7102,beneficiary_not_allowed,The transfer to my beneficiary has not gone through
7103,beneficiary_not_allowed,I wasn't allowed to transfer to my account
7104,beneficiary_not_allowed,I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.
7105,beneficiary_not_allowed,I have made several unsuccessful attempts to make a transfer.  I'm getting frustrated at getting error messages and it not going through.
7106,beneficiary_not_allowed,My money didnt go through after I transferred.
7107,beneficiary_not_allowed,I tried transferring to an account but it didn't go through. What happened?
7108,beneficiary_not_allowed,I cant transfer money into my account
7109,beneficiary_not_allowed,why can't my beneficiary make transactions?
7110,beneficiary_not_allowed,Why can't I add any beneficiary I choose?
7111,beneficiary_not_allowed,Why am I unable to transfer money when I was able to before?
7112,beneficiary_not_allowed,"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?"
7113,beneficiary_not_allowed,Why is a transfer to a beneficiary not possible?
7114,beneficiary_not_allowed,Can you please explain why my beneficiary is not allowed?
7115,beneficiary_not_allowed,"I tried transferring money to a beneficiary, however, I was unsuccessful."
7116,beneficiary_not_allowed,The app won't let me transfer money to a beneficiary
7117,beneficiary_not_allowed,Why can I not do a transfer to a beneficiary?
7118,beneficiary_not_allowed,why wasn't a transfer to account approved
7119,beneficiary_not_allowed,"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?"
7120,beneficiary_not_allowed,Why is my beneficiary not being allowed to get payment services?
7121,beneficiary_not_allowed,"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?"
7122,beneficiary_not_allowed,Why can't I transfer to an account?
7123,beneficiary_not_allowed,I could not transfer funds to a beneficiary; is there a problem with your software?
7124,beneficiary_not_allowed,Why is my beneficiary not working?
7125,beneficiary_not_allowed,Why can't you allow my beneficiary?
7126,beneficiary_not_allowed,My transfer to another account was not allowed. Why is that?
7127,beneficiary_not_allowed,Why couldn't I transfer to a beneficiairy?
7128,beneficiary_not_allowed,I couldn't transfer to an account.
7129,beneficiary_not_allowed,My transfer failed to a beneficiary
7130,beneficiary_not_allowed,I was unable to transfer to another account.
7131,beneficiary_not_allowed,Why was I denied the option to transfer money to a selected beneficiary?
7132,beneficiary_not_allowed,I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?
7133,beneficiary_not_allowed,Why is this not letting me exchange crypto? I need help making this transaction go through.
7134,beneficiary_not_allowed,I could not transfer to a beneficiary
7135,beneficiary_not_allowed,Why cant I transfer to my account?
7136,beneficiary_not_allowed,Why  am I being told this  transfer will not  go thru
7137,beneficiary_not_allowed,I couldn't transfer money to a beneficiery
7138,beneficiary_not_allowed,"While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully."
7139,beneficiary_not_allowed,"Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying."
7140,beneficiary_not_allowed,"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?"
7141,beneficiary_not_allowed,My account transfer was blocked.
7142,beneficiary_not_allowed,What is preventing me from adding a specific beneficiary?
7143,beneficiary_not_allowed,"I couldn't transfer money to my bank, why not?"
7144,beneficiary_not_allowed,Why cant I send money to a beneficiary?
7145,beneficiary_not_allowed,How can I transfer money to a beneficiary?
7146,beneficiary_not_allowed,It shows that the transfer on my account wasn't allowed.
7147,beneficiary_not_allowed,Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.
7148,beneficiary_not_allowed,Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.
7149,beneficiary_not_allowed,Why would I receive an error that my transfer isn't possible when I've done it before?
7150,beneficiary_not_allowed,My card isn't letting me purchase something and I wanted to know why.
7151,beneficiary_not_allowed,Why isn't my beneficiary allowed?
7152,beneficiary_not_allowed,is a transfer to a beneficiary allowed?
7153,beneficiary_not_allowed,What are then rules on beneficiaries?
7154,beneficiary_not_allowed,Why can't I buy cryptocurrency on the app?
7155,beneficiary_not_allowed,Payment did not process
7156,beneficiary_not_allowed,I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?
7157,beneficiary_not_allowed,I am having trouble transferring money to a beneficiery.
7158,beneficiary_not_allowed,"Why won't you take my transfer, I keep getting an error message."
7159,beneficiary_not_allowed,beneficiary transfer problems?
7160,beneficiary_not_allowed,Why would my beneficiary not be allowed?
7161,transfer_fee_charged,"I was transferring some money to a friend, which I thought would be free, but I see there is a charge.  What's up with that?"
7162,transfer_fee_charged,"There is a fee for a transfer, please explain that to me."
7163,transfer_fee_charged,I didn't know there was a charge for tranferring. What is the charge?
7164,transfer_fee_charged,"I transferred money, why was charged for an extra fee?"
7165,transfer_fee_charged,When I made a transfer I was charged extra.
7166,transfer_fee_charged,Is there a fee that comes with transfers?
7167,transfer_fee_charged,I shouldn't be charged any fee for transferring .
7168,transfer_fee_charged,I've been using my account while abroad for a while but only recently I've been charged a fee. Why am I only being charged a fee now.
7169,transfer_fee_charged,why am I being charged a fee for transferring money ?
7170,transfer_fee_charged,I transferred money from one account to another account and I charged a fee for it. Why is that?
7171,transfer_fee_charged,Why was I charged extra when transferring?
7172,transfer_fee_charged,During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?
7173,transfer_fee_charged,Why did it cost money to transfer funds?
7174,transfer_fee_charged,What kind of fees will I pay when I transfer?
7175,transfer_fee_charged,My transaction went through but I was charged a fee. Why?
7176,transfer_fee_charged,"A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened?"
7177,transfer_fee_charged,Should I be seeing a fee applied for my money transfer?
7178,transfer_fee_charged,Can you please tell me why I was charged an extra fee on my transfer?
